ItemId,sentiment_analysis,Developer,ReleaseYear
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,0,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,1,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
1250,2,Tripwire Interactive,2009.0
22200,2,ACE Team,2009.0
22200,2,ACE Team,2009.0
22200,2,ACE Team,2009.0
22200,2,ACE Team,2009.0
22200,0,ACE Team,2009.0
22200,2,ACE Team,2009.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,0,SCS Software,2013.0
227300,0,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,0,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,0,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,0,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,0,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,0,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,0,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,0,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,0,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,0,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,1,SCS Software,2013.0
227300,0,SCS Software,2013.0
227300,0,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
227300,2,SCS Software,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,1,3909,2013.0
239030,1,3909,2013.0
239030,0,3909,2013.0
239030,0,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,1,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,0,3909,2013.0
239030,0,3909,2013.0
239030,0,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,1,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,1,3909,2013.0
239030,0,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,1,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,0,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,0,3909,2013.0
239030,1,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,0,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,1,3909,2013.0
239030,0,3909,2013.0
239030,1,3909,2013.0
239030,2,3909,2013.0
239030,0,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,1,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,1,3909,2013.0
239030,2,3909,2013.0
239030,0,3909,2013.0
239030,2,3909,2013.0
239030,0,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
239030,2,3909,2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,0,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,0,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,0,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,0,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,0,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,0,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,0,"Hopoo Games, LLC",2013.0
248820,0,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,0,"Hopoo Games, LLC",2013.0
248820,0,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,0,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,0,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,0,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,1,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
248820,2,"Hopoo Games, LLC",2013.0
370360,2,Zachtronics,2015.0
237930,2,Supergiant Games,2014.0
237930,0,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,1,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,0,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,1,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,1,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,1,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,0,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,1,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
237930,2,Supergiant Games,2014.0
263360,1,Phr00t's Software,2014.0
263360,2,Phr00t's Software,2014.0
263360,1,Phr00t's Software,2014.0
263360,2,Phr00t's Software,2014.0
107200,2,MinMax Games Ltd.,2011.0
107200,2,MinMax Games Ltd.,2011.0
107200,2,MinMax Games Ltd.,2011.0
107200,1,MinMax Games Ltd.,2011.0
107200,2,MinMax Games Ltd.,2011.0
107200,2,MinMax Games Ltd.,2011.0
224500,2,Robotronic Games,2016.0
224500,2,Robotronic Games,2016.0
224500,1,Robotronic Games,2016.0
224500,2,Robotronic Games,2016.0
224500,2,Robotronic Games,2016.0
224500,0,Robotronic Games,2016.0
224500,2,Robotronic Games,2016.0
224500,2,Robotronic Games,2016.0
250320,2,Telltale Games,2013.0
250320,1,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,1,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,1,Telltale Games,2013.0
250320,0,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,1,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,1,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,1,Telltale Games,2013.0
250320,0,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,0,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
250320,2,Telltale Games,2013.0
