YearPosted,ItemId,CountSentiment,Developer
2014,7940,1,"Infinity Ward,Aspyr (Mac)"
2014,8190,2,Avalanche Studios
2014,8500,3,CCP
2014,8870,5,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2014,8930,1,"Firaxis Games,Aspyr (Mac, Linux)"
2014,9050,1,id Software
2014,9480,1,Volition
2014,9900,2,Cryptic Studios
2014,10180,2,"Infinity Ward,Aspyr (Mac)"
2014,10220,1,Trashmasters
2014,11240,1,Meridian4
2014,11260,1,Lesta Studio
2014,12210,6,
2014,12220,1,Rockstar North / Toronto
2014,13140,1,
2014,13520,1,Crytek Studios
2014,17080,2,Hi-Rez Studios
2014,17300,1,Crytek
2014,17410,1,DICE
2014,19900,1,Ubisoft Montreal
2014,20920,1,CD PROJEKT RED
2014,21100,1,Day 1 Studios
2014,22370,1,Bethesda Game Studios
2014,22380,1,Obsidian Entertainment
2014,22650,1,Team17 Digital Ltd
2014,24010,1,Dovetail Games
2014,24200,2,Daybreak Game Company
2014,24240,2,OVERKILL Software
2014,24470,1,
2014,24960,2,DICE
2014,25890,1,Paradox Development Studio
2014,31280,3,Telltale Games
2014,33230,2,Ubisoft Montreal
2014,33440,2,
2014,33460,1,Ubisoft Montpellier
2014,33520,1,"PopTop Software,BreakAway Games,Frog City Software"
2014,33930,1,Bohemia Interactive
2014,33950,1,Altar Games
2014,34030,1,"The Creative Assembly,Feral Interactive (Mac)"
2014,34870,1,City Interactive
2014,34900,4,Invent4 Entertainment
2014,35091,1,Avalanche Studios
2014,38830,1,
2014,39000,1,
2014,40950,1,FireFly Studios
2014,40970,1,FireFly Studios
2014,41100,1,Konstantin Koshutin
2014,42160,3,
2014,42680,3,
2014,42700,1,Treyarch
2014,43500,1,Realmforge Studios
2014,44320,1,
2014,44340,1,Codemasters Action Studio
2014,44350,2,"Codemasters Racing,Feral Interactive (Mac)"
2014,45770,1,Capcom Vancouver
2014,46540,1,Headup Games / Crenetic
2014,47400,1,FireFly Studios
2014,47410,4,FireFly Studios
2014,47700,1,EA Los Angeles
2014,47790,2,Electronic Arts
2014,47870,1,Criterion Games
2014,47890,1,The Sims Studio
2014,48220,2,Blackhole
2014,48240,2,
2014,49520,3,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2014,49540,3,
2014,50130,1,"2K Czech,Feral Interactive (Mac)"
2014,51100,10,"FIX Korea, Co.LTD,FIX Games, Co. LTD"
2014,55230,1,Volition
2014,58610,2,Eugen Systems
2014,63380,2,Rebellion
2014,63710,3,Gaijin Games
2014,65790,2,Bohemia Interactive
2014,65930,1,2K Marin
2014,67370,1,Digital Extremes
2014,70000,2,800 North and Digital Ranch
2014,71250,1,SEGA
2014,71340,1,Devil's Details
2014,72850,1,
2014,91310,1,
2014,92000,1,Dark Energy Digital Ltd.
2014,92700,1,Black Lion Studios
2014,94400,1,Messhof
2014,96300,2,
2014,99400,1,Dead Mage
2014,99810,1,
2014,99900,2,Grey Havens
2014,99910,1,Three Rings
2014,102500,1,"Big Huge Games,38 Studios"
2014,102700,1,Red Duck Inc.
2014,104600,1,Geoff Keighley
2014,104900,12,"Trek Industries, Inc"
2014,105600,2,Re-Logic
2014,107410,1,Bohemia Interactive
2014,107900,2,
2014,109400,1,
2014,109600,3,Cryptic Studios
2014,110800,1,"Team Bondi,Rockstar Leeds"
2014,113200,1,Edmund McMillen and Florian Himsl
2014,113400,4,Reloaded Productions
2014,113420,1,Reloaded Productions
2014,115320,1,Radical Entertainment
2014,200210,6,Wild Shadow Studios
2014,200350,1,
2014,200630,1,
2014,201810,1,Machine Games
2014,202090,1,
2014,202130,1,Cyanide Montreal
2014,202170,1,United Front Games
2014,202181,1,United Front Games
2014,202200,1,Stardock Entertainment
2014,202970,2,Treyarch
2014,203750,1,Devil's Details
2014,204080,1,Arrowhead Game Studios
2014,204100,2,Rockstar Studios
2014,204300,4,Ronimo Games
2014,204360,1,The Behemoth
2014,206190,1,Suspicious Developments
2014,206210,1,"Monolith Productions, Inc."
2014,206420,3,Deep Silver Volition
2014,206500,1,Carbon Games
2014,207140,1,DoubleDutch Games
2014,207230,3,CodeBrush Games
2014,208030,1,
2014,208090,19,Edge of Reality
2014,209000,1,"WB Games Montreal,Splash Damage"
2014,209080,2,Muse Games
2014,209160,14,Infinity Ward
2014,209340,1,
2014,209630,1,Frogwares
2014,209650,4,"Sledgehammer Games,Raven Software"
2014,209730,1,Wizarbox
2014,209870,4,Hardsuit Labs
2014,211160,1,"Creative Assembly, PC Port - Hardlight"
2014,211280,1,DnS Development
2014,211420,6,FromSoftware
2014,211440,1,Smudged Cat Games Ltd
2014,211500,3,Sector3 Studios
2014,211820,2,Chucklefish
2014,212010,1,Fishlabs Entertainment GmbH
2014,212070,1,Star Gem Inc.
2014,212180,3,
2014,212200,1,NEXON Korea Corp.
2014,212580,1,
2014,212680,1,Subset Games
2014,214250,1,Ubisoft  Shanghaï
2014,214950,3,Creative Assembly
2014,214970,1,Aleksey Abramenko
2014,215510,1,Ratloop Asia
2014,216110,1,Kukouri
2014,216150,1,Nexon
2014,216250,1,
2014,218230,4,Daybreak Game Company
2014,218310,1,
2014,218470,2,
2014,218640,1,Shiver Games
2014,218820,2,Tribute Games Inc.
2014,219640,4,Torn Banner Studios
2014,219680,1,Ed Key and David Kanaga
2014,219740,2,
2014,220050,4,
2014,220160,1,"Redlynx Ltd,Ubisoft  Shanghaï"
2014,220240,2,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
2014,220660,1,Zero Sum Games
2014,220700,1,KADOKAWA
2014,220860,1,Sos
2014,221020,1,"Xavi Canal, Ben Palgi"
2014,221100,27,Bohemia Interactive
2014,221380,1,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios"
2014,221640,1,Terry Cavanagh
2014,222480,1,Capcom
2014,222880,2,New World Interactive
2014,222900,4,
2014,223390,1,
2014,223670,1,
2014,223710,2,Team Psykskallar
2014,224260,5,No More Room in Hell Team
2014,224420,1,
2014,224540,6,Jagex Limited
2014,224600,3,"Trion Worlds, Inc."
2014,226320,1,
2014,226580,1,Codemasters
2014,226669,1,Paradox Development Studio
2014,226700,24,
2014,227100,2,Rebellion
2014,227180,1,Reverie World Studios
2014,227680,6,
2014,227700,4,
2014,227940,8,Reto-Moto
2014,228380,1,Bugbear
2014,228760,1,Nadeo
2014,229580,1,HyperSloth
2014,230410,2,Digital Extremes
2014,231040,1,Threaks
2014,231060,1,"Gravity, Inc."
2014,232430,1,Fullbright
2014,232750,1,Spiders
2014,232790,1,Double Fine Productions
2014,232810,5,
2014,232890,1,FireFly Studios
2014,232910,1,Nadeo
2014,233250,4,
2014,233270,2,Ubisoft Montreal
2014,233290,1,Airtight Games
2014,233450,1,Introversion Software
2014,233470,1,Shiro Games
2014,233720,2,Bossa Studios
2014,234000,1,
2014,234190,1,Wolfire Games
2014,234310,1,
2014,234490,1,XYLA Entertainment
2014,235340,1,
2014,235400,1,Nival
2014,235600,1,Ubisoft Toronto
2014,236150,1,Little Green Men Games
2014,236430,1,"FromSoftware, Inc"
2014,236510,3,
2014,236790,1,Actalogic
2014,237110,1,"NetherRealm Studios,High Voltage Software"
2014,237310,1,KOG
2014,238090,2,Rebellion
2014,238170,1,
2014,238320,2,Red Barrels
2014,238460,1,The Behemoth
2014,238960,1,
2014,239160,3,"Eidos-Montréal,Feral Interactive (Mac)"
2014,239200,1,The Chinese Room
2014,239220,6,
2014,239450,2,
2014,239660,1,Dragonfly
2014,240320,1,
2014,241260,1,Frogwares
2014,241540,2,Undead Labs
2014,241640,1,
2014,241930,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
2014,242720,4,"Masangsoft, Inc."
2014,242760,4,Endnight Games Ltd
2014,242800,4,Wild Games Studio
2014,243180,1,
2014,243320,1,
2014,243470,10,Ubisoft
2014,243870,15,
2014,244630,1,STUDIO RADI-8
2014,244770,1,"Schine, GmbH"
2014,244850,3,
2014,245170,1,Lab Zero Games
2014,245760,1,
2014,246280,3,
2014,246700,2,Ragequit Corporation
2014,247000,1,Nomad Games
2014,247304,1,Deep Silver Volition
2014,247730,4,Phosphor Games Studio
2014,247950,1,Keen Games
2014,248570,4,Nabi Studios
2014,249130,1,Traveller's Tales
2014,249190,1,CreativeForge Games
2014,249590,1,Rain Games
2014,249650,1,Daedalic Entertainment
2014,250180,1,"SNK CORPORATION,DotEmu"
2014,250260,1,Necrophone Games
2014,250340,3,"Eric Hartman,Ben Garney,Anthony Rotondo"
2014,250420,5,Archive Entertainment
2014,250600,1,Krillbite Studio
2014,251060,1,Eugen Systems
2014,251170,1,9heads Game Studios
2014,252330,1,Blue Isle Studios
2014,252490,13,Facepunch Studios
2014,253430,3,
2014,253710,13,"Expansive Worlds,Avalanche Studios"
2014,253770,1,TML Studios
2014,253980,1,Starbreeze
2014,254080,1,Reality Pump
2014,254200,1,ProjectorGames
2014,254440,2,Cherry Pop Games
2014,254700,1,Capcom
2014,255070,1,ACE Team
2014,256050,1,b-Alive
2014,256190,1,CI Games
2014,257890,1,
2014,258180,3,Square Enix
2014,258970,1,Arrowhead Game Studios
2014,259430,1,Entheogen Studios LLC
2014,260060,1,"Jackbox Games, Inc."
2014,260410,1,Digital Leisure Inc.
2014,261030,1,Telltale Games
2014,261640,1,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
2014,262410,3,Noble Empire Corp.
2014,263280,1,Oovee® Game Studios
2014,263440,2,
2014,263680,1,Semaphore
2014,263760,1,Secret Exit Ltd.
2014,264140,2,Vitali Kirpu
2014,264280,1,"Zaxis Games,B-evil"
2014,264360,1,
2014,265300,2,"CI Games,Deck 13"
2014,265550,1,Capcom Game Studio Vancouver
2014,265630,1,Fistful of Frags Team
2014,265770,1,Net Games Laboratory
2014,265870,1,Sherman3D
2014,265930,6,Coffee Stain Studios
2014,266070,1,Mechanist Games
2014,266430,1,Elijah Newman-Gomez
2014,266840,1,
2014,267550,1,
2014,267600,1,United Independent Entertainment GmbH
2014,267610,1,United Independent Entertainment GmbH
2014,269390,1,
2014,269810,1,Eric Provan - Ayyo Games
2014,270170,1,"The Quinnspiracy,Patrick Lindsey,Isaac Schankler"
2014,270550,1,Awesome Games Studio
2014,271290,7,
2014,273110,4,Nexon
2014,273770,1,Sunlight Games
2014,274250,1,"Roll7,General Arcade"
2014,274620,1,8-Bit Studio
2014,274900,1,JForce Games
2014,278080,2,"KOEI TECMO GAMES CO., LTD."
2014,280930,1,Hitcents
2014,281820,1,Curve Studios
2014,282350,1,
2014,282440,1,id Software
2014,283660,1,Somi
2014,285160,1,"Traveller's Tales,Feral Interactive (Mac)"
2014,285310,1,Chris Sawyer Productions
2014,286100,1,Minor Key Games
2014,286200,1,Frogdice
2014,287450,1,"SkyBox Labs,Big Huge Games"
2014,289130,1,AMPLITUDE Studios
2014,289650,6,Ubisoft
2014,289690,1,Crystal Dynamics
2014,289881,2,"2K Australia,Gearbox Software,Aspyr (Mac,Linux)"
2014,289970,1,
2014,290080,1,Bitbox Ltd.
2014,290650,1,Panzer Gaming Studios
2014,290750,1,
2014,291270,1,9heads Game Studios
2014,291480,15,Crytek
2014,291930,1,Actalogic
2014,292120,1,Square Enix
2014,292630,1,Rail Slave Games
2014,293320,1,"Nova Dimension,Naga Entertainment"
2014,293500,1,Ganz
2014,293540,2,Masthead Studios Ltd
2014,293560,1,
2014,295710,1,Psychic Software
2014,296150,1,Genee Network
2014,297100,1,Silesia Games Sp. z o.o.
2014,297810,1,
2014,298260,1,Creability
2014,298480,1,Evil Twin Artworks
2014,299700,2,
2014,299860,2,
2014,299890,1,
2014,301520,13,Freejam
2014,302270,1,Nom Nom Games
2014,302830,2,Shumkov Dmitriy
2014,303390,2,Microblast Games
2014,304270,1,
2014,304650,1,Failbetter Games
2014,304930,18,Smartly Dressed Games
2014,305260,1,DR Studios
2014,306830,2,
2014,307290,1,Tribe Studios
2014,309890,1,MURA Interactive
2014,311140,1,Orion Games
2014,313160,1,Giants Software
2014,313730,1,
2014,313740,2,
2014,315640,2,
2014,317470,2,Cosmic Cow LLC
2014,319130,1,
2014,319510,2,Scott Cawthon
2014,321610,1,Brain Bombers
2014,322250,1,
2014,322300,1,IF Studios
2014,327890,1,Bossa Studios
2014,329830,1,David Szymanski
2014,332070,3,"JumpStart Games, Inc."
2015,220,1,Valve
2015,240,1,Valve
2015,320,1,Valve
2015,440,9,Valve
2015,620,1,Valve
2015,630,1,Valve
2015,730,51,Valve
2015,1250,1,Tripwire Interactive
2015,1840,1,Valve
2015,2820,1,Egosoft
2015,4000,6,Facepunch Studios
2015,4920,1,Unknown Worlds Entertainment
2015,6060,1,Pandemic Studios
2015,6910,1,Ion Storm
2015,7940,1,"Infinity Ward,Aspyr (Mac)"
2015,8930,3,"Firaxis Games,Aspyr (Mac, Linux)"
2015,8970,1,Silver Wish Games
2015,9480,1,Volition
2015,10180,1,"Infinity Ward,Aspyr (Mac)"
2015,10220,1,Trashmasters
2015,12210,2,
2015,12750,1,
2015,12830,1,Codemasters Studios
2015,17080,1,Hi-Rez Studios
2015,17390,1,Maxis™
2015,17410,1,DICE
2015,17500,1,Zombie Panic Team
2015,17700,1,Insurgency Development Team
2015,17710,1,"GameConnect,InterWave Studios"
2015,17730,1,Smashball Labs LLC
2015,19900,1,Ubisoft Montreal
2015,22000,1,2D BOY
2015,22350,1,Splash Damage
2015,22380,2,Obsidian Entertainment
2015,24010,1,Dovetail Games
2015,24200,1,Daybreak Game Company
2015,24240,1,OVERKILL Software
2015,24960,1,DICE
2015,25890,1,Paradox Development Studio
2015,25980,1,1C:InoCo
2015,27940,1,DnS Development
2015,28000,1,IO Interactive
2015,29800,1,Elecorn
2015,31280,1,Telltale Games
2015,32370,1,"BioWare,Aspyr (Mac)"
2015,32430,2,"LucasArts,Aspyr Studios"
2015,32500,2,Aspyr Studios
2015,32800,1,Snowblind Studios
2015,33230,1,Ubisoft Montreal
2015,33930,1,Bohemia Interactive
2015,34830,1,City Interactive
2015,34900,4,Invent4 Entertainment
2015,35450,1,Tripwire Interactive
2015,35460,1,Teotl Studios
2015,38830,2,
2015,40390,1,Piranha Bytes
2015,42000,1,Trinoteam
2015,42120,1,Fatshark
2015,43110,1,
2015,45740,1,Capcom Vancouver
2015,48190,1,Ubisoft Montreal
2015,48240,3,
2015,48800,1,VStep
2015,49520,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2015,49540,1,
2015,50300,1,Yager Development
2015,50650,1,
2015,51100,6,"FIX Korea, Co.LTD,FIX Games, Co. LTD"
2015,65930,1,2K Marin
2015,65980,1,"Firaxis Games,Aspyr (Mac, Linux)"
2015,71250,1,SEGA
2015,72850,12,
2015,91310,1,
2015,94400,1,Messhof
2015,96100,1,Paul Fisch
2015,102700,1,Red Duck Inc.
2015,104700,1,Uber Entertainment
2015,104900,1,"Trek Industries, Inc"
2015,105600,3,Re-Logic
2015,107410,5,Bohemia Interactive
2015,107900,1,
2015,113400,7,Reloaded Productions
2015,113420,2,Reloaded Productions
2015,200210,9,Wild Shadow Studios
2015,200510,2,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
2015,201510,1,Team 6 Studios
2015,201790,1,Robot Entertainment
2015,201810,1,Machine Games
2015,201830,1,
2015,202970,1,Treyarch
2015,203160,1,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2015,203290,3,U.S. Army
2015,203770,2,Paradox Development Studio
2015,204080,2,Arrowhead Game Studios
2015,204180,1,Eden Industries
2015,204300,1,Ronimo Games
2015,204340,1,Croteam
2015,204360,3,The Behemoth
2015,205350,1,
2015,206210,1,"Monolith Productions, Inc."
2015,207490,1,"UBIart Montpellier,Feral Interactive (Mac)"
2015,207610,1,Telltale Games
2015,208090,4,Edge of Reality
2015,208480,1,Ubisoft Montreal
2015,208650,6,Rocksteady Studios
2015,208730,1,Cyanide Studios
2015,209100,1,Slant Six Games
2015,209160,5,Infinity Ward
2015,209650,9,"Sledgehammer Games,Raven Software"
2015,209870,7,Hardsuit Labs
2015,211400,1,"Tequila Works, S.L."
2015,211420,3,FromSoftware
2015,211500,2,Sector3 Studios
2015,211820,1,Chucklefish
2015,212070,1,Star Gem Inc.
2015,212200,1,NEXON Korea Corp.
2015,213250,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2015,214420,2,Doctor Entertainment AB
2015,214950,1,Creative Assembly
2015,215670,1,Benjamin Rivers Inc.
2015,216150,2,Nexon
2015,217060,1,
2015,218130,1,Critical Studio
2015,218230,2,Daybreak Game Company
2015,218640,1,Shiver Games
2015,219640,7,Torn Banner Studios
2015,219830,1,Transhuman Design
2015,219870,1,
2015,220050,3,
2015,220160,1,"Redlynx Ltd,Ubisoft  Shanghaï"
2015,220240,1,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
2015,221100,34,Bohemia Interactive
2015,222880,2,New World Interactive
2015,222900,6,
2015,223710,4,Team Psykskallar
2015,224260,1,No More Room in Hell Team
2015,224500,1,Robotronic Games
2015,224540,3,Jagex Limited
2015,224600,1,"Trion Worlds, Inc."
2015,224760,1,Polytron Corporation
2015,224960,1,Core Design
2015,225540,6,Avalanche Studios
2015,225600,2,Puny Human
2015,226320,1,
2015,226700,3,
2015,227220,1,Artifice Studio
2015,227300,1,SCS Software
2015,227680,5,
2015,227700,2,
2015,227940,9,Reto-Moto
2015,228380,1,Bugbear
2015,229580,1,HyperSloth
2015,230190,1,Brightrock Games
2015,230410,5,Digital Extremes
2015,231060,1,"Gravity, Inc."
2015,231430,1,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2015,231910,1,nFusion Interactive
2015,232010,1,SCS Software
2015,232090,8,Tripwire Interactive
2015,232430,3,Fullbright
2015,232790,1,Double Fine Productions
2015,232810,1,
2015,233130,1,Flying Wild Hog
2015,233250,3,
2015,233270,1,Ubisoft Montreal
2015,233450,1,Introversion Software
2015,233470,1,Shiro Games
2015,234000,1,
2015,234140,2,"Avalanche Studios,Feral Interactive (Mac/Linux)"
2015,234710,1,Telltale Games
2015,235460,1,PlatinumGames
2015,235540,1,Fatshark
2015,236110,2,Trendy Entertainment
2015,236510,1,
2015,236850,1,Paradox Development Studio
2015,237110,1,"NetherRealm Studios,High Voltage Software"
2015,237970,1,Centauri Production
2015,238430,3,"Monochrome, Inc"
2015,238460,1,The Behemoth
2015,239140,1,Techland
2015,239160,1,"Eidos-Montréal,Feral Interactive (Mac)"
2015,239200,1,The Chinese Room
2015,239220,1,
2015,239410,1,
2015,239450,1,
2015,239660,1,Dragonfly
2015,240320,1,
2015,240460,1,
2015,241560,1,Ivory Tower in collaboration with Ubisoft Reflections
2015,241640,1,
2015,241930,1,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
2015,242050,1,Ubisoft Montreal
2015,242130,1,TimeSymmetry
2015,242720,2,"Masangsoft, Inc."
2015,242860,1,"M2H,Blackmill Games"
2015,243470,2,Ubisoft
2015,243870,7,
2015,244050,1,777 Studios
2015,244450,1,Digitalmindsoft
2015,244850,2,
2015,244930,2,Poppermost Productions
2015,245130,2,
2015,245170,1,Lab Zero Games
2015,246090,1,Double Fine Productions
2015,246280,1,
2015,247730,1,Phosphor Games Studio
2015,248570,2,Nabi Studios
2015,249380,1,
2015,249870,1,5th Cell Media
2015,250400,1,Eko Software
2015,250420,2,Archive Entertainment
2015,251170,1,9heads Game Studios
2015,251570,5,
2015,251870,1,OVERDRIVE
2015,252490,26,Facepunch Studios
2015,253430,1,
2015,253530,1,"Fortress Forever Development Team,Trepid Studios"
2015,253710,3,"Expansive Worlds,Avalanche Studios"
2015,253980,1,Starbreeze
2015,254200,1,ProjectorGames
2015,254440,1,Cherry Pop Games
2015,255070,1,ACE Team
2015,256010,1,Full Control
2015,259320,1,Reality Pump
2015,259680,1,Netcore Games
2015,261030,2,Telltale Games
2015,261640,3,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
2015,261760,1,Xaviant
2015,261980,1,Andrii Vintsevych
2015,262060,2,Red Hook Studios
2015,262410,1,Noble Empire Corp.
2015,263060,1,GhostShark
2015,263280,1,Oovee® Game Studios
2015,263540,1,Mad Otter Games
2015,263700,1,Angry Mob Games
2015,264140,1,Vitali Kirpu
2015,264730,1,
2015,265210,1,
2015,265810,1,PIXOWL INC.
2015,265930,5,Coffee Stain Studios
2015,266370,1,Bongfish GmbH
2015,266430,2,Elijah Newman-Gomez
2015,267550,1,
2015,267940,1,Team 6 Studios
2015,268420,1,X-Legend
2015,269210,1,"Elias Viglione,Jussi Kukkonen"
2015,270150,1,Osumia Games
2015,270370,1,Vortal Storm
2015,270550,1,Awesome Games Studio
2015,271290,3,
2015,271590,14,Rockstar North
2015,273110,8,Nexon
2015,273350,3,Turtle Rock Studios
2015,273730,1,
2015,274190,1,Free Lives
2015,274900,1,JForce Games
2015,274920,1,Holotech Studios
2015,274940,1,Digital Confectioners
2015,277590,1,Ubisoft Montreal
2015,278460,1,Dancing Dragon Games
2015,278490,1,"Amaranth Games, LLC"
2015,281370,1,GameORE
2015,281690,1,
2015,282201,1,
2015,282350,2,
2015,282440,2,id Software
2015,282800,1,Orange_Juice
2015,282900,1,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd."
2015,283370,1,Jarhead Games
2015,284950,1,DL Softworks
2015,285900,2,Boneloaf
2015,285920,1,Payload Studios
2015,286040,1,"BadFly Interactive, a.s."
2015,286360,1,"10th Art Studio,Adventure Productions"
2015,286570,1,"Codemasters,Feral Interactive (Linux)"
2015,287290,1,"CAPCOM Co., Ltd."
2015,287700,2,Konami Digital Entertainment
2015,289090,1,ProjectorGames
2015,289650,4,Ubisoft
2015,289881,1,"2K Australia,Gearbox Software,Aspyr (Mac,Linux)"
2015,290080,1,Bitbox Ltd.
2015,291010,2,Game Mechanics
2015,291210,2,
2015,291480,4,Crytek
2015,291650,1,Obsidian Entertainment
2015,292120,1,Square Enix
2015,292140,1,Square Enix
2015,292630,3,Rail Slave Games
2015,293540,1,Masthead Studios Ltd
2015,295110,23,
2015,295270,2,
2015,295790,1,"Upper One Games,E-Line Media"
2015,297810,1,
2015,298630,2,Mouldy Toof Studios
2015,299360,5,"Jagex,Artplant"
2015,299460,1,Fabio Ferrara
2015,299740,1,Entrada Interactive LLC
2015,300080,3,Creative Assembly
2015,300380,1,"Pixel Dash Studios, EQgames"
2015,301520,11,Freejam
2015,301640,2,Rebellion
2015,301760,1,Avalanche Software
2015,301910,1,"Deep Silver Volition,High Voltage Software"
2015,302830,5,Shumkov Dmitriy
2015,303390,3,Microblast Games
2015,304030,2,XLGAMES
2015,304050,8,Trion Worlds
2015,304500,1,HandMade Game
2015,304930,20,Smartly Dressed Games
2015,305260,1,DR Studios
2015,305920,1,ShaunJS
2015,305980,1,Teyon
2015,306130,1,Zenimax Online Studios
2015,306670,1,Codemasters
2015,307290,1,Tribe Studios
2015,307780,7,"NetherRealm Studios,High Voltage Software"
2015,307880,2,"Signal Studios,Smart Ghost"
2015,310370,5,"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita"
2015,310380,1,Edge Case Games Ltd.
2015,311210,13,Treyarch
2015,311730,3,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2015,312210,1,Touz
2015,313040,1,Lemondo Entertainment
2015,313120,2,Beam Team Games
2015,313690,1,"TT Games Ltd,Feral Interactive (Mac)"
2015,313740,2,
2015,314020,1,"Dan  Walters,Ceri Williams"
2015,314130,1,
2015,315394,1,
2015,315640,1,
2015,315880,2,
2015,316010,2,Stainless Games Ltd.
2015,316390,1,Cybertime System
2015,317360,1,Double Action Factory
2015,317400,1,Prism Game Studios Ltd.
2015,317440,1,GameArt Studio GmbH
2015,317660,1,"Sledgehammer Games,Raven Software"
